country_iso3,year,total_publications,top10_cited_publications,field_normalized_citation_impact,counting_method,source,snapshot_date,notes
AUS,2012,87961,33326,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
USA,2017,837233,269791,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
AUS,2018,114298,37511,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
AUT,2018,29668,9279,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
BEL,2018,49258,13384,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
BRA,2018,198486,46843,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
CAN,2018,131467,41557,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
CHE,2018,55509,17661,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
CHL,2018,22181,6361,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
COL,2018,26687,6594,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
CRI,2018,4303,925,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
CZE,2018,29831,9067,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
DEU,2018,202721,61862,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
DNK,2018,39809,11276,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
ESP,2018,130883,38501,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
EST,2018,3727,1170,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
FIN,2018,24769,7830,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
FRA,2018,169936,44389,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
GBR,2018,247665,76677,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
GRC,2018,25691,7203,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
HKG,2018,22980,7463,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
HUN,2018,16389,4840,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
IDN,2018,177519,48460,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
IRL,2018,19266,6039,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
ISL,2018,1978,688,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
ISR,2018,25092,8063,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
ITA,2018,124820,40364,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
JPN,2018,170899,48818,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
KOR,2018,95272,30775,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
LTU,2018,5731,1570,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
LUX,2018,4236,887,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
LVA,2018,3767,1013,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
MEX,2018,47694,12487,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
NLD,2018,73718,23432,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
NOR,2018,27760,9073,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
NZL,2018,17717,5858,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
PER,2018,9526,2257,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
POL,2018,85922,21871,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
PRT,2018,36310,10644,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
RUS,2018,131305,33588,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
SGP,2018,24046,7703,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
SVK,2018,11071,3192,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
SVN,2018,8768,2481,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
SWE,2018,46927,15805,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
TUR,2018,74344,21464,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
USA,2018,865192,256073,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
AUS,2019,123112,33855,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
AUT,2019,30660,8591,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
BEL,2019,49888,11626,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
BRA,2019,207865,44584,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
CAN,2019,136586,36898,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
CHE,2019,57259,15926,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
CHL,2019,23645,5906,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
COL,2019,27540,6655,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
CRI,2019,4724,995,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
CZE,2019,32296,8511,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
DEU,2019,208890,54559,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
DNK,2019,40238,9854,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
ESP,2019,136226,35317,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
EST,2019,4240,1188,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
FIN,2019,26098,7075,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
FRA,2019,173914,38267,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
GBR,2019,256441,68287,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
GRC,2019,28229,6454,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
HKG,2019,25427,7032,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
HUN,2019,17706,4547,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
IDN,2019,228949,62465,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
IRL,2019,20959,5277,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
ISL,2019,2144,612,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
ISR,2019,26651,7421,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
ITA,2019,134125,37626,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
JPN,2019,171126,42382,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
KOR,2019,99478,27362,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
LTU,2019,6051,1526,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
LUX,2019,3796,779,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
LVA,2019,4253,953,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
MEX,2019,47933,11452,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
NLD,2019,76688,20823,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
NOR,2019,29676,8160,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
NZL,2019,19108,5357,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
PER,2019,11789,2598,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
POL,2019,80235,19469,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
PRT,2019,40314,10086,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
RUS,2019,160683,34921,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
SGP,2019,25027,6945,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
SVK,2019,11982,2981,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
SVN,2019,9009,2169,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
SWE,2019,49149,13920,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
TUR,2019,88177,21837,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
USA,2019,914104,227290,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
AUS,2020,131020,25322,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
AUT,2020,34534,6618,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
BEL,2020,50692,9120,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
BRA,2020,234339,46865,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
CAN,2020,148019,29896,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
CHE,2020,63407,11963,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
CHL,2020,26439,5692,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
COL,2020,30689,7012,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
CRI,2020,5609,1019,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
CZE,2020,33933,7109,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
DEU,2020,221207,42243,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
DNK,2020,40765,7426,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
ESP,2020,152014,30654,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
EST,2020,4724,1012,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
FIN,2020,27576,5384,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
FRA,2020,175677,31348,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
GBR,2020,278551,53779,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
GRC,2020,32654,5804,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
HKG,2020,28394,4969,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
HUN,2020,19975,4287,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
IDN,2020,273372,82188,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
IRL,2020,23518,4614,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
ISL,2020,2211,429,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
ISR,2020,29518,6291,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
ITA,2020,154708,30880,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
JPN,2020,175242,38212,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
KOR,2020,104995,22906,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
LTU,2020,6752,1408,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
LUX,2020,3630,618,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
LVA,2020,4424,943,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
MEX,2020,51600,11178,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
NLD,2020,80976,14980,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
NOR,2020,32620,6451,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
NZL,2020,20493,4246,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
PER,2020,13972,3201,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
POL,2020,81144,17711,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
PRT,2020,43383,8535,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
RUS,2020,183007,39239,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
SGP,2020,28230,5347,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
SVK,2020,12682,2844,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
SVN,2020,10235,1973,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
SWE,2020,52245,10217,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
TUR,2020,102369,26061,,whole_multi,OpenAlex API works group_by=authorships.countries (type:article|review; cited_by_percentile_year.min:90),2026-06-30,type=article|review; top10=cited_by_percentile_year.min:90; whole counting; recent-year citation window short
